type,cost,name,text,damage
Water,"['Water', 'Water', 'Colorless']","Hydro Kick","","70"
Water,"['Water']","Freezing Breath","Flip a coin. If heads, your opponent's Active Pok\u00e9mon is now Paralyzed. If tails, your opponent's Active Pok\u00e9mon is now Asleep.","20"
Water,"['Water', 'Colorless', 'Colorless', 'Colorless']","Aurora Beam","","100"
Water,"['Colorless', 'Colorless', 'Colorless']","Secret Sword","Does 20 more damage for each Water Energy attached to this Pok\u00e9mon.","50+"
Water,"['Water', 'Colorless']","Spinning Attack","","60"
Water,"['Fighting', 'Colorless']","Charge Dash","You may do 30 damage plus 30 more damage. If you do, Piloswine does 30 damage to itself.","30+"
Water,"['Water', 'Colorless', 'Colorless', 'Colorless']","Icy Wind","The Defending Pok\u00e9mon is now Asleep.","60"
Water,"['Water', 'Colorless']","Second Bite","This attack does 10 more damage for each damage counter on your opponent's Active Pok\u00e9mon.","20+"
Water,"['Water', 'Colorless', 'Colorless']","Crystal Ray","During your opponent's next turn, prevent all damage done to this Pok\u00e9mon by attacks from Evolution Pok\u00e9mon.","70"
Water,"['Colorless']","Tackle","","10"
Water,"['Water', 'Colorless']","Spinning Attack","","20"
Water,"['Water', 'Water', 'Colorless']","Claw Slash","","70"
Water,"['Free']","Tentacle Strike","Search your opponent's discard pile for up to 2 Energy cards and attach them to any of your opponent's Pok\u00e9mon in any way you like. For each Energy card attached in this way, this attack does 20 damage to that Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)",""
Water,"['Water', 'Colorless', 'Colorless']","Dangerous Poison","If Tentacruel has less Energy attached to it than the Defending Pok\u00e9mon, the Defending Pok\u00e9mon is now Paralyzed and Poisoned.","60"
Water,"['Water']","Surprise","Choose 1 card from your opponent's hand without looking. Look at the card you chose, then have your opponent shuffle that card into his or her deck.","10"
Water,"['Colorless']","Supersonic","Flip a coin. If heads, the Defending Pok\u00e9mon is now Confused.",""
Water,"['Water']","Wave Splash","","10"
Water,"['Colorless']","Knock Off","Flip a coin. If heads, choose 1 card from your opponent's hand without looking and discard it.",""
Water,"['Colorless', 'Colorless']","Irongrip","","20"
Water,"['Colorless']","Vibration","","10"
Water,"['Water', 'Colorless']","Mud Shot","","20"
Water,"['Colorless']","Paralyzing Gaze","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.",""
Water,"['Fighting', 'Metal']","Dragon Claw","","40"
Water,"['Colorless']","Tackle","","10"
Water,"['Water']","Twiddle","Flip a coin. If heads, the Defending Pok\u00e9mon is now Confused. If tails, the Defending Pok\u00e9mon is now Asleep.",""
Water,"['Grass']","Quick Turn","Flip 2 coins. This attack does 20 damage times the number of heads.","20\u00d7"
Water,"['Fighting', 'Colorless', 'Colorless']","Sand Pulse","Does 10 damage to each of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","50"
Water,"['Fire', 'Colorless']","Damage Rush","Flip a coin until you get tails. This attack does 20 damage times the number of heads.","20\u00d7"
Water,"['Fire', 'Water', 'Colorless', 'Colorless']","Cold Fire","Flip a coin. If heads, this attack does 40 more damage.","80+"
Water,"['Water']","Mud Shot","","20"
Water,"['Colorless', 'Colorless', 'Colorless']","Round","Does 20 damage times the number of your Pok\u00e9mon that have the Round attack.","20\u00d7"
Water,"['Fire', 'Colorless', 'Colorless']","Dragon Stream","Flip a coin. If heads, attach a basic Energy card from your discard pile to this Pok\u00e9mon.","60"
Water,"['Fire', 'Fire', 'Water', 'Colorless']","Ice Burn","Discard 2 Fire Energy attached to this Pok\u00e9mon. The Defending Pok\u00e9mon is now Burned.","150"
Water,"['Colorless']","Recover","Discard an Energy attached to Staryu and remove 3 damage counters from Staryu.",""
Water,"['Water', 'Colorless']","Spinning Attack","","20"
Water,"['Water']","Headbutt","","10"
Water,"['Colorless', 'Colorless']","Ice Ball","","20"
Water,"['Colorless', 'Colorless']","Stampede","","20"
Water,"['Colorless']","Crystal Barrier","Flip a coin. If heads, prevent all effects of an attack, including damage, done to Tentacool during your opponent's next turn.",""
Water,"['Water']","Mysterious Beam","Flip a coin. If heads, discard an Energy card attached to the Defending Pok\u00e9mon.",""
Water,"['Water']","Rain Splash","","10"
Water,"['Colorless', 'Colorless', 'Colorless']","Spiral Current","Your opponent's Active Pok\u00e9mon is now Confused. That Pok\u00e9mon can't retreat during your opponent's next turn.","20"
Water,"['Water']","Reverse Thrust","Switch this Pok\u00e9mon with 1 of your Benched Pok\u00e9mon.","30"
Water,"['Colorless', 'Colorless', 'Colorless']","Splash Cannon","This attack does 20 more damage for each Water Energy attached to this Pok\u00e9mon.","50+"
Water,"['Water', 'Colorless', 'Colorless']","Punch and Run","You may switch Quagsire with 1 of your Benched Pok\u00e9mon.","40"
Water,"['Colorless', 'Colorless']","Rain Splash","","20"
Water,"['Fighting']","Sand-Attack","If the Defending Pok\u00e9mon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",""
Water,"['Water', 'Colorless']","Knock Away","Flip a coin. If heads, this attack does 20 more damage.","10+"
Water,"['Free']","Healing Sea","Flip 2 coins. Choose 1 of your Pok\u00e9mon. For each heads, remove 1 damage counter from that Pok\u00e9mon.",""
Water,"['Colorless', 'Colorless']","Mud Shot","","20"
Water,"['Water']","Bubble","Flip a coin. If heads, your opponent's Active Pok\u00e9mon is now Paralyzed.",""
Water,"['Colorless', 'Colorless', 'Colorless']","Secret Sword","Does 20 more damage for each Water Energy attached to this Pok\u00e9mon.","50+"
Water,"['Water', 'Water', 'Colorless']","Blizzard","Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pok\u00e9mon. If tails, this attack does 10 damage to each of your Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","60"
Water,"['Fire', 'Colorless', 'Colorless']","Dragon Stream","Flip a coin. If heads, attach a basic Energy card from your discard pile to this Pok\u00e9mon.","60"
Water,"['Fire', 'Fire', 'Water', 'Colorless']","Ice Burn","Discard 2 Fire Energy attached to this Pok\u00e9mon. The Defending Pok\u00e9mon is now Burned.","150"
Water,"['Colorless']","Tackle","","10"
Water,"['Grass', 'Grass', 'Lightning']","Jet Sonic","You may discard an Energy attached to this Pok\u00e9mon. If you do, this attack does 40 more damage.","80+"
Water,"['Colorless']","Chase Up","Flip a coin. If heads, search your deck for any 1 card and put it into your hand. Shuffle your deck afterward.",""
Water,"['Water', 'Water']","Fountain","You may attach up to 2 basic Water Energy cards from your hand to your Benched Pok\u00e9mon in any way you like.","30"
Water,"['Water', 'Water', 'Colorless']","Groovy Dance","You may discard an Energy attached to this Pok\u00e9mon. If you do, the Defending Pok\u00e9mon is now Confused.","70"
Water,"['Water', 'Colorless']","Hard Bite","Flip a coin. If heads, this attack does 20 more damage.","40+"
Water,"['Water']","Seafaring","Flip 3 coins. For each heads, attach a Water Energy card from your discard pile to your Benched Pok\u00e9mon in any way you like.",""
Water,"['Water']","Zone Shift","Your opponent switches the Defending Pok\u00e9mon with 1 of his or her Benched Pok\u00e9mon.",""
Water,"['Water', 'Water', 'Colorless', 'Colorless']","Pearl Blast","You may return an Energy card attached to Palkia to your hand. If you do, choose an Energy card attached to the Defending Pok\u00e9mon and return it to your opponent's hand.","60"
Water,"['Colorless']","Snow Squall","This attack's damage isn't affected by Resistance.","10"
Water,"['Colorless']","Evolution Wish","Search your deck for a card that evolves from 1 of your Pok\u00e9mon and put it onto that Pok\u00e9mon. (This counts as evolving that Pok\u00e9mon.) Shuffle your deck afterward.",""
Water,"['Water', 'Water']","Water Pulse","The Defending Pok\u00e9mon is now Asleep.","30"
Water,"['Water']","Hail","Flip a coin. If heads, this attack does 10 damage to each of your opponent's Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)",""
Water,"['Colorless', 'Colorless', 'Colorless']","Icy Snow","","30"
Water,"['Water', 'Colorless']","Powerful Rage","Does 20 damage times the number of damage counters on this Pok\u00e9mon.","20\u00d7"
Water,"['Water', 'Water', 'Colorless']","Glacier Drop","Discard the top card of your opponent's deck.","90"
Water,"['Water', 'Colorless']","Psych Up","During your next turn, this Pok\u00e9mon's Psych Up attack does 40 more damage (before applying Weakness and Resistance).","40"
Water,"['Psychic']","Severe Poison","Your opponent's Active Pok\u00e9mon is now Poisoned. Put 4 damage counters instead of 1 on that Pok\u00e9mon between turns.",""
Water,"['Water', 'Psychic']","Dragon Pulse","Discard the top card of your deck.","60"
Water,"['Water']","Sudden Grip","If this Pok\u00e9mon evolved from Shellder during this turn, your opponent's Active Pok\u00e9mon is now Paralyzed.","10"
Water,"['Water', 'Colorless', 'Colorless']","Surf","","70"
Water,"['Colorless']","Stormy Seas","Flip a coin until you get tails. For each heads, search your deck for a Water Energy card and attach it to this Pok\u00e9mon. Shuffle your deck afterward.",""
Water,"['Water', 'Water', 'Colorless', 'Colorless']","Splash Burn","This attack does 10 damage to each of your Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","130"
Water,"['Water', 'Colorless', 'Colorless']","Freezing Breath","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed. If tails, the Defending Pok\u00e9mon is now Asleep.","20"
Water,"['Fighting', 'Colorless', 'Colorless', 'Colorless']","Trample","For each Benched Pok\u00e9mon (yours and your opponent's), flip a coin. If heads, this attack does 20 damage to that Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","40"
Water,"['Water']","Water Duplicates","Search your deck for up to 3 Frogadier and put them onto your Bench. Shuffle your deck afterward.",""
Water,"['Water', 'Colorless']","Ice Shot","Does 10 damage to 1 of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","30"
Water,"['Water', 'Colorless', 'Colorless']","Icy Wind","Flip a coin. If heads, the Defending Pok\u00e9mon is now Asleep.","60"
Water,"['Water']","Bubble","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","10"
Water,"['Colorless', 'Colorless', 'Colorless']","Slash","","40"
Water,"['Water']","Recover","Discard 1 Energy attached to Corsola or this attack does nothing. Remove all damage counters from Corsola.",""
Water,"['Fighting', 'Fighting']","Spike Cannon","Flip 2 coins. This attack does 30 times the number of heads.",""
Water,"['Colorless']","Big Storm","Discard any Stadium card in play.","20"
Water,"['Water', 'Colorless', 'Colorless', 'Colorless']","Dragon Trail","This attack does 30 more damage for each basic Lightning Energy attached to this Pok\u00e9mon.","60+"
Water,"['Colorless']","Stormy Seas","Flip a coin until you get tails. For each heads, search your deck for a Water Energy card and attach it to this Pok\u00e9mon. Shuffle your deck afterward.",""
Water,"['Water', 'Water', 'Colorless', 'Colorless']","Splash Burn","This attack does 10 damage to each of your Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","130"
Water,"['Colorless']","Limited Delivery","Search your deck for a Technical Machine or Pok\u00e9mon Tool card show it to your opponent, and put it into your hand. Shuffle your deck afterward.",""
Water,"['Water', 'Colorless']","Kick Away","Your opponent switches the Defending Pok\u00e9mon with 1 of his or her Benched Pok\u00e9mon, if any. (Do the damage before switching Pok\u00e9mon.)","20"
Water,"['Colorless']","Stormy Seas","Flip a coin until you get tails. For each heads, search your deck for a Water Energy card and attach it to this Pok\u00e9mon. Shuffle your deck afterward.",""
Water,"['Water', 'Water', 'Colorless', 'Colorless']","Splash Burn","This attack does 10 damage to each of your Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","130"
Water,"['Water', 'Colorless']","Bite","","20"
Water,"['Water']","Bubble","Flip a coin. If heads, your opponent's Active Pok\u00e9mon is now Paralyzed.",""
Water,"['Colorless', 'Colorless']","Rollout","","20"
Water,"['Water', 'Colorless']","Ice Blade","Choose 1 of your opponent's Pok\u00e9mon. This attack does 30 damage to that Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)",""
Water,"['Water', 'Colorless', 'Colorless']","Wash Over","Does 10 damage to 2 of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","50"
Water,"['Water', 'Water']","Energy Cyclone","Choose as many Energy cards from your hand as you like and show them to your opponent. This attack does 20 damage times the number of Energy cards you chose. Put those Energy cards on top of your deck. Shuffle your deck afterward.","20\u00d7"
Water,"['Water', 'Colorless']","Energy Cannon","This attack does 30 damage plus 10 more damage for each Energy attached to Slowbro but not used to pay for this attack's Energy cost. You can't add more than 20 damage this way. y.","30+"
Water,"['Colorless']","Twiddle","Flip a coin. If heads, the Defending Pok\u00e9mon is now Confused. If tails, the Defending Pok\u00e9mon is now Asleep.",""
Water,"['Colorless', 'Colorless', 'Colorless']","Double Kick","Flip 2 coins. This attack does 30 damage times the number of heads.","30\u00d7"
Water,"['Colorless']","Double Headbutt","Flip 2 coins. This attack does 10 damage times the number of heads.","10\u00d7"
Water,"['Water', 'Colorless']","Ice Beam","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","10"
Water,"['Colorless', 'Colorless']","Aqua Tail","Flip a coin for each Water Energy attached to this Pok\u00e9mon. This attack does 10 more damage for each heads.","30+"
Water,"['Water', 'Colorless']","Freezing Headbutt","Flip a coin. If heads, your opponent's Active Pok\u00e9mon is now Paralyzed.","30"
Water,"['Water', 'Water', 'Colorless']","Aurora Beam","","50"
Water,"['Water']","Soaking Horn","If this Pok\u00e9mon was healed during this turn, this attack does 80 more damage.","10+"
Water,"['Colorless']","Reckless Charge","This Pok\u00e9mon does 10 damage to itself.","40"
Water,"['Water', 'Colorless']","Slam","Flip 2 coins. This attack does 20 damage times the number of heads.","20\u00d7"
Water,"['Colorless', 'Colorless']","Jump On","Flip a coin. If heads, this attack does 10 more damage.","20+"
Water,"['Water']","Deep Sea Swirl","Shuffle your hand into your deck. Then, draw 7 cards.",""
Water,"['Water', 'Colorless']","Balance Bind","If you and your opponent have the same number of Benched Pok\u00e9mon, your opponent's Active Pok\u00e9mon is now Paralyzed.","30"
Water,"['Colorless']","Roost","Heal 30 damage from this Pok\u00e9mon. It can't retreat during your next turn.",""
Water,"['Water', 'Colorless']","Psy Bolt","Flip a coin. If heads, your opponent's Active Pok\u00e9mon is now Paralyzed.","30"
Water,"['Water']","Ice Breath","Flip a coin. If heads, your opponent's Active Pok\u00e9mon is now Paralyzed.",""
Water,"['Water', 'Colorless', 'Colorless']","Instant Freeze","If you have the same number of cards in your hand as your opponent, this attack does 100 more damage.","50+"
Water,"['Water']","Powder Snow","Your opponent's Active Pok\u00e9mon is now Asleep.",""
Water,"['Water', 'Colorless', 'Colorless']","Double Smash","Flip 2 coins. This attack does 30 damage times the number of heads.","30\u00d7"
Water,"['Water', 'Colorless', 'Colorless']","Ice Age","If your opponent's Active Pok\u00e9mon is a Dragon Pok\u00e9mon, it is now Paralyzed.","80"
Water,"['Water', 'Water', 'Colorless', 'Colorless']","Frost Breath","","110"
Water,"['Water']","Stiffen","During your opponent's next turn, any damage done to this Pok\u00e9mon by attacks is reduced by 20 (after applying Weakness and Resistance).",""
Water,"['Water', 'Colorless']","Icy Snow","","20"
Water,"['Water']","Water Splash","Flip a coin. If heads, this attack does 10 damage plus 10 more damage.","10+"
Water,"['Colorless', 'Colorless']","Headbutt","","20"
Water,"['Colorless']","Continuous Spin","Flip a coin until you get tails. This attack does 10 damage times the number of heads.","10\u00d7"
Water,"['Colorless']","Ram","","10"
Water,"['Water']","Freezing Breath","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed. If tails, the Defending Pok\u00e9mon is now Asleep.",""
Water,"['Water', 'Colorless', 'Colorless']","Aqua Edge","","70"
Water,"['Water']","Continuous Tumble","Flip a coin until you get tails. This attack does 30 damage for each heads.","30\u00d7"
Water,"['Colorless', 'Colorless']","Pound","","20"
Water,"['Fighting', 'Colorless', 'Colorless']","Muddy Bomb","Choose 1 of your opponent's Pok\u00e9mon. This attack does 30 damage to that Pok\u00e9mon and 10 damage to each of your opponent's other Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)",""
Water,"['Metal']","Extra Chop","This Pok\u00e9mon does 10 damage to itself.","20"
Water,"['Fighting', 'Metal', 'Colorless']","Dragon Claw","","40"
Water,"['Colorless']","Sharp Fang","","20"
Water,"['Fighting', 'Metal', 'Colorless']","Dragon Slayer","If your opponent's Active Pok\u00e9mon is a Dragon Pok\u00e9mon, this attack does 40 more damage (before applying Weakness and Resistance).","60+"
Water,"['Water']","Bounce","Flip a coin. If heads, switch this Pok\u00e9mon with 1 of your Benched Pok\u00e9mon.","10"
Water,"['Colorless']","Dragon Dance","As long as this Haxorus is your Active Pok\u00e9mon, each of its attacks does 100 more damage (before applying Weakness and Resistance). You can't add more than 100 damage in this way.",""
Water,"['Colorless']","Sharp Fang","","60"
Water,"['Fighting', 'Metal']","Dragon Pulse","Discard the top 3 cards of your deck.","130"
Water,"['Water', 'Colorless']","Clamp","Flip a coin. If tails, this attack does nothing. If heads, your opponent's Active Pok\u00e9mon is now Paralyzed.","30"
Water,"['Colorless']","Tuning","Shuffle your hand into your deck. Then, draw a number of cards equal to the number of cards in your opponent's hand.",""
Water,"['Psychic', 'Darkness', 'Colorless']","Air Slash","Discard an Energy attached to this Pok\u00e9mon.","120"
Water,"['Water']","Smack","","20"
Water,"['Water', 'Water', 'Colorless']","Avalanche","Flip a coin. If heads, this attack does 20 damage to each of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","70"
Water,"['Water']","Derail","Discard a Special Energy attached to your opponent's Active Pok\u00e9mon.","20"
Water,"['Water', 'Colorless', 'Colorless']","Hydro Splash","","70"
Water,"['Colorless']","Clamp","Flip a coin. If tails, this attack does nothing. If heads, the Defending Pok\u00e9mon is now Paralyzed.","10"
Water,"['Water', 'Colorless']","Sparkling Pearl","","20"
Water,"['Colorless', 'Colorless']","Spike Cannon","Flip 2 coins. This attack does 30 damage times the number of heads.","30\u00d7"
Water,"['Colorless', 'Colorless', 'Colorless']","Power Gem","","50"
Water,"['Water', 'Water', 'Water']","Aurora Beam","","110"
Water,"['Water', 'Water']","Mineral Pump","Heal 30 damage from each of your Benched Pok\u00e9mon.","60"
Water,"['Colorless']","Lunge","Flip a coin. If tails, this attack does nothing.","20"
Water,"['Colorless']","Big Storm","Discard any Stadium card in play.","20"
Water,"['Water', 'Colorless', 'Colorless', 'Colorless']","Dragon Trail","This attack does 30 more damage for each basic Lightning Energy attached to this Pok\u00e9mon.","60+"
Water,"['Water']","Ice Breath","Flip a coin. If heads, your opponent's Active Pok\u00e9mon is now Paralyzed.",""
Water,"['Water', 'Colorless', 'Colorless']","Instant Freeze","If you have the same number of cards in your hand as your opponent, this attack does 100 more damage.","50+"
Water,"['Colorless']","Irongrip","","10"
Water,"['Water', 'Colorless']","Guillotine","","30"
Water,"['Water', 'Water']","Energy Cyclone","Choose as many Energy cards from your hand as you like and show them to your opponent. This attack does 20 damage times the number of Energy cards you chose. Put those Energy cards on top of your deck. Shuffle your deck afterward.","20\u00d7"
Water,"['Water', 'Colorless', 'Colorless']","Breaking Tail","Choose 1 card from your opponent's hand without looking and discard it.","60"
Water,"['Water', 'Colorless']","Rain Splash","","20"
Water,"['Water']","Seafaring","Flip 3 coins. For each heads, attach a Water Energy card from your discard pile to your Benched Pok\u00e9mon in any way you like.",""
Water,"['Colorless', 'Colorless']","Hydro Pump","This attack does 20 more damage for each Water Energy attached to this Pok\u00e9mon.","10+"
Water,"['Colorless']","Refresh","Heal 30 damage and remove all Special Conditions from this Pok\u00e9mon.",""
Water,"['Water', 'Colorless']","Spiny Rush","Flip a coin until you get tails. This attack does 20 more damage for each heads.","20+"
Water,"['Water']","Wave Splash","","10"
Water,"['Water', 'Colorless']","Water Splash","Flip a coin. If heads, this attack does 20 more damage.","10+"
Water,"['Colorless']","Recycle","Put a card from your discard pile on top of your deck.",""
Water,"['Water', 'Water', 'Colorless']","Surf","","70"
Water,"['Colorless', 'Colorless']","Reverse Stream","Does 30 damage plus 10 more damage for each Water Energy attached to Lumineon. Then, return all Water Energy attached to Lumineon to your hand.","30+"
Water,"['Water']","Water Drip","","10"
Water,"['Colorless', 'Colorless']","Wing Attack","","20"
Water,"['Water']","Healing Wave","Discard as many cards as you like from your hand. Heal 10 damage from this Pok\u00e9mon for each card you discarded in this way.",""
Water,"['Water', 'Water', 'Water']","Dwindling Wave","This attack does 90 damage minus 10 damage for each damage counter on this Pok\u00e9mon.","90\u2212"
Water,"['Water']","Rain Splash","","10"
Water,"['Water', 'Colorless']","Water Gun","","30"
Water,"['Water', 'Colorless']","Razor Shell","Flip a coin. If heads, this attack does 20 more damage.","30+"
Water,"['Water', 'Colorless']","Ultimate Blade","If the damage from this attack reduces your opponent's Active Pok\u00e9mon's HP to 60 or less, that Pok\u00e9mon is Knocked Out.","40"
Water,"['Water', 'Water', 'Colorless']","Pike","This attack does 30 damage to 1 of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","90"
Water,"['Colorless']","Lock-On","The Defending Pok\u00e9mon can't retreat during your opponent's next turn. During your next turn, any damage done to that Pok\u00e9mon by attacks is increased by 120 (after applying Weakness and Resistance).",""
Water,"['Water', 'Colorless', 'Colorless']","Heavy Blizzard","Flip a coin. If heads, put 1 damage counter on each of your opponent's Benched Pok\u00e9mon.","50"
Water,"['Colorless']","Coral Glow","Draw a number of cards up to the number of your opponent's Basic Pok\u00e9mon in play. (You can't have more than 10 cards in your hand in this way.)",""
Water,"['Water', 'Colorless', 'Colorless']","Surf","","40"
Water,"['Water']","Ice Block","Heal 30 damage from this Pok\u00e9mon.",""
Water,"['Colorless', 'Colorless']","Icy Snow","","20"
Water,"['Colorless']","Delta Search","Search your deck for a Holon Energy card and attach it to Rayquaza. Shuffle your deck afterward.",""
Water,"['Water', 'Metal', 'Colorless', 'Colorless']","Ozone Flare","","60"
Water,"['Water', 'Water', 'Colorless', 'Colorless']","Enrage","Flip a coin until you get tails. For each heads, choose 1 card from your opponent's hand without looking and discard it. If the first coin is tails, Gyarados is now Confused.","80"
Water,"['Colorless', 'Colorless']","Crunch","Flip a coin. If heads, discard an Energy attached to your opponent's Active Pok\u00e9mon.","30"
Water,"['Water', 'Water', 'Water']","Melting Floe","Discard the top 3 cards of your deck. For each Water Energy card you discarded in this way, discard the top 3 cards of your opponent's deck.",""
Water,"['Water', 'Water']","Giant Wave","Mantine can't use Giant Wave during your next turn.","50"
Water,"['Water', 'Colorless']","Bubble Beam","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","20"
Water,"['Water', 'Water', 'Colorless']","Triple Cannon","Flip 3 coins. This attack does 20 damage times the number of heads.","20\u00d7"
Water,"['Colorless']","Fury Attack","Flip 2 coins. This attack does 10 damage times the number of heads.","10\u00d7"
Water,"['Water']","Supersonic","Flip a coin. If heads, the Defending Pok\u00e9mon is now Confused.",""
Water,"['Water']","Shred","This attack's damage isn't affected by any effects on your opponent's Active Pok\u00e9mon.","30"
Water,"['Water', 'Lightning']","Twister","Flip 2 coins. For each heads, discard an Energy attached to your opponent's Active Pok\u00e9mon. If both of them are tails, this attack does nothing.","70"
Water,"['Psychic', 'Darkness', 'Colorless']","Synchro Woofer","If you have the same number of cards in your hand as your opponent, this attack does 80 more damage.","70+"
Water,"['Water', 'Colorless', 'Colorless']","Fury","Does 20 damage times the number of damage counters on Whiscash.","20\u00d7"
Water,"['Fighting', 'Colorless', 'Colorless', 'Colorless']","Magnitude","Does 20 damage to each Benched Pok\u00e9mon (both yours and your opponent's). (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","60"
Water,"['Water', 'Colorless', 'Colorless']","Cryo Mouth","If this Pok\u00e9mon has 10 or more damage counters on it, this attack does 150 more damage.","100+"
Water,"['Free']","Peck","","10"
Water,"['Water', 'Colorless']","Water Splash","Flip a coin. If heads, this attack does 20 damage plus 10 more damage.","20+"
Water,"['Water']","Mud Sport","If Mudkip has less Energy attached to it than the Defending Pok\u00e9mon, this attack does 10 damage plus 10 more damage.","10+"
Water,"['Water', 'Colorless']","Surf","","20"
Water,"['Colorless']","Tackle","","10"
Water,"['Water']","Bubblebeam","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","10"
Water,"['Water']","Elegant Swim","Flip a coin. If heads, prevent all effects of an attack, including damage, done to Finneon during your opponent's next turn.",""
Water,"['Colorless', 'Colorless']","Tackle","","20"
Water,"['Colorless']","Pull Down","If your opponent has any Evolved Pok\u00e9mon in play, remove the highest Stage Evolution card from each of them and put those cards back into his or her hand.",""
Water,"['Colorless', 'Colorless']","Hydrocannon","Does 30 damage plus 20 more damage for each Water Energy attached to Omastar but not used to pay for this attack's Energy cost. You can't add more than 40 damage in this way.","30+"
Water,"['Water', 'Colorless']","Hover Over","The Defending Pok\u00e9mon can't retreat during your opponent's next turn.","30"
Water,"['Colorless']","Roost","Heal 40 damage from this Pok\u00e9mon. This Pok\u00e9mon can't retreat during your next turn.",""
Water,"['Water', 'Water']","Rain Splash","","20"
Water,"['Water']","Star Boomerang","Flip a coin. If heads, return Misty's Staryu and all cards attached to it to your hand. (Either way, this attack does its damage.)","20"
Water,"['Colorless']","Scratch","","10"
Water,"['Psychic']","Random ESP","Flip a coin. If heads, the Defending Pok\u00e9mon is now Confused. If tails, this attack does no damage and Sabrina's Psyduck is now Confused.","20"
Water,"['Water', 'Water', 'Colorless']","Collapse","Dewgong is now Asleep.","60"
Water,"['Water', 'Colorless']","Second Bite","This attack does 10 more damage for each damage counter on your opponent's Active Pok\u00e9mon.","20+"
Water,"['Water', 'Colorless', 'Colorless']","Crystal Ray","During your opponent's next turn, prevent all damage done to this Pok\u00e9mon by attacks from Evolution Pok\u00e9mon.","70"
Water,"['Water']","Aqua Pump","You may discard up to 2 Water Energy cards from your hand. If you do, this attack does 30 damage plus 10 more damage for each Energy card you discarded.","30+"
Water,"['Water', 'Water', 'Colorless']","Waterfall","","50"
Water,"['Colorless', 'Colorless']","Proud Fang","If your opponent has any Pok\u00e9mon BREAK in play, this attack does 60 more damage.","20+"
Water,"['Fire', 'Water', 'Colorless']","Giga Claw","Flip 2 coins. If both of them are tails, this attack does nothing.","100"
Water,"['Water', 'Colorless']","Frog Hop","Flip a coin. If heads, this attack does 40 damage plus 40 more damage.","40+"
Water,"['Water', 'Colorless']","Absorb","Heal 10 damage from this Pok\u00e9mon.","10"
Water,"['Colorless']","Double Hit","Flip 2 coins. This attack does 20 damage times the number of heads.","20\u00d7"
Water,"['Psychic', 'Darkness', 'Colorless']","Power Breath","Discard an Energy attached to this Pok\u00e9mon.","80"
Water,"['Colorless', 'Colorless']","Cruel Fang","During your opponent's next turn, any damage done by attacks from the Defending Pok\u00e9mon is reduced by 40 (before applying Weakness and Resistance).","40"
Water,"['Psychic', 'Darkness', 'Colorless']","Dark Burn","Discard as many Darkness Energy attached to your Pok\u00e9mon as you like. This attack does 50 damage times the amount of Darkness Energy you discarded in this way.","50\u00d7"
Water,"['Colorless', 'Colorless']","Light Punch","","20"
Water,"['Water', 'Colorless', 'Colorless']","Bubblebeam","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","40"
Water,"['Colorless']","Sniff Out","Flip a coin. If heads, put any 1 card from your discard pile into your hand.",""
Water,"['Fighting', 'Colorless']","Lunge Out","","30"
Water,"['Colorless', 'Colorless']","Poison Sting","Your opponent's Active Pok\u00e9mon is now Poisoned.","20"
Water,"['Water']","Fury Strikes","Flip 3 coins. This attack does 10 damage times the number of heads.","10\u00d7"
Water,"['Fighting', 'Metal']","Lunge","Flip a coin. If tails, this attack does nothing.","30"
Water,"['Colorless']","Heart Wink","Flip a coin. If heads, your opponent can't draw a card at the beginning of his or her next turn.",""
